id,full name,code,acronym,country,finantial
504,Air Atlantic Uruguay,,ATLAMUR,Uruguay,N
505,Aviones Unidos,,AVIONES UNIDOS,Mexico,N
506,Avia Business Group,,,Russia,N
507,Aero Servicios Expecializados,,AEROESPECIAL,Mexico,N
508,Aurigny Air Services,GR,AYLINE,United Kingdom,Y
509,Aus-Air,NO,,Australia,N
510,Austral Lineas Aereas,AU,AUSTRAL,Argentina,Y
511,Aurora Aviation,, Inc.,AURORA AIR,N
512,Air Uganda International Ltd.,,,Uganda,N
513,Aerolineas Uruguayas,, S.A.,AUSA,N
514,Australian Airlines,AO,AUSTRALIAN,Australia,N
515,Avianca - Aerovias Nacionales de Colombia,AV, S.A.,AVIANCA,Y
516,Aviation Beaufort,,BEAUPAIR,United Kingdom,N
517,Alamo Aviacion,, S.L.,ALAMO,N
518,Aviair Aviation Ltd.,,CARIBOO,Canada,N
519,Air Falcon,,DJIBOUTI FALCON,Djibouti,N
520,AV8 Helicopters,,KENT HELI,United Kingdom,N
521,Avia Traffic Company,,ATOMIC,Kyrgyzstan,N
522,AV8 Helicopters,,AVIATE-COPTER,South Africa,N
523,Aviacion Ejecutiva Mexicana,, S.A.,AVEMEX,N
524,Air Vanuatu,NF,AIR VAN,Vanuatu,Y
525,Aviation at Work,,AVIATION WORK,South Africa,N
526,Avcorp Registrations,,AVCORP,United Kingdom,N
527,Alfa Aerospace,,ALFA-SPACE,Australia,N
528,Atlantic Airfreight Aviation,,LANFREIGHT,Sao Tome and Principe,N
529,Aerolift Company,,LIFTCO,Sierra Leone,N
530,Aviation Services,, Inc.,AQUILINE,N
531,Active Aero Charter,, Inc.,ACTIVE AERO,N
532,Avialsa T-35,,AVIALSA,Spain,N
533,Asia Avia Airlines,,ASIAVIA,Indonesia,N
534,Avia Sud A,,AVIASUD,France,N
535,Airvantage Incorporated,,AIRVANTAGE,United States,N
536,Aviator Airways,,AVIATOR,Greece,N
537,Aviapaslauga,,PASLAUGA,Lithuania,N
538,ASL,,,Belgium,N
539,Air Yugoslavia,,YUGAIR,Serbia,N
540,Airlink Zambia,K8,,Zambia,N
541,Agence Nationale des Aerodromes et de la Meteorologie,,,Ivory Coast,N
542,Airbus Transport International,,BELOUGA,France,N
543,Air Bangladesh,B9,AIR BANGLA,Bangladesh,Y
544,Aviodetachment-28,,BULGARIAN,Bulgaria,N
545,Aero BG,,AERO BG,Mexico,N
546,Aerotaxis De La Bahia,,BAHIA,Mexico,N
547,Air Mediterranee,DR,MEDITERRANEE,France,Y
548,Aviaservice,,AVIASERVICE,Georgia,N
549,Aerolineas De El Salvador,,AESA,El Salvador,N
550,Swaziland Airlink,,SWAZILINK,Swaziland,N
551,Air Moorea,,AIR MOOREA,France,Y
552,Aerovaradero,, S.A.,AEROVARADERO,N
553,Air Valencia,,AIR VALENCIA,Spain,N
554,Airways International,, Inc.,AIRNAT,N
555,Airwork,,AIRWORK,New Zealand,N
556,Australian Wetleasing,,AUSSIEWORLD,Australia,N
557,Air Niamey,,AIR NIAMEY,Niger,N
558,Awood Air Ltd.,,AWOOD AIR,Canada,N
559,Arctic Wings And Rotors Ltd.,,ARCTIC WINGS,Canada,N
560,Auo Airclub AIST-M,,STORK,Russia,N
561,Arab Wings,,ARAB WINGS,Jordan,N
562,Air West,,AIR WEST,Canada,N
563,Aeroline GmbH,7E,SYLT-AIR,Germany,Y
564,Airwave Transport,, Inc.,AIRWAVE,N
565,Air Wales,6G,RED DRAGON,United Kingdom,Y
566,Aeroway,, S.L.,AEROWEE,N
567,Air Cara똼bes,TX,FRENCH WEST,France,Y
568,AirWest,, ,Sudan,N
569,Air India Express,IX,EXPRESS INDIA,India,Y
570,Air Express,,AIR SUDEX,Sudan,N
571,Asian Express Airlines,HJ,FREIGHTEXPRESS,Australia,N
572,Aeromexhaga,,AEROMEXHAGA,Mexico,N
573,Aeron International Airlines,, Inc.,AIR FREIGHTER,N
574,African Express Airways,,EXPRESS JET,Kenya,N
575,Air Exel,XT,EXEL COMMUTER,Netherlands,Y
576,AirAsia,AK,ASIAN EXPRESS,Malaysia,Y
577,Alexandair,,ALEXANDROS,Greece,N
578,Aeromax,,AEROMAX SPAIN,Spain,N
579,Action Airlines (Action Air Charter),,ACTION AIR,United States,N
580,Alberni Airways,,ALBERNI,Canada,N
581,Aerolineas Bonanza,,AERO BONANZA,Mexico,N
582,Aerobona,,AEROBONA,Mexico,N
583,Aboitiz Air,,ABAIR,Philippines,N
584,Axel Rent,, S.A.,RENTAXEL,N
585,Altus Airlines,,ALTUS,United States,N
586,Aviaxess,,AXAVIA,France,N
587,Avioimpex A.D.p.o.,,IMPEX,Macedonia,N
588,Axis Airways,6V,AXIS,France,N
589,Aladia Airlines,,AIRLINES ALADIA,Mexico,N
590,Aykavia Aircompany,,,Armenia,N
591,Airman,, S.L.,AIRMAN,N
592,Atlantic Airlines,, S.A.,ATLANTIC NICARAGUA,N
593,Awsaj Aviation Services,,,Libya,N
594,Ayeet Aviation & Tourism,,AYEET,Israel,N
595,Atlant-Soyuz Airlines,3G,ATLANT-SOYUZ,Russia,Y
596,Alitalia,AZ,ALITALIA,Italy,Y
597,Azamat,,TUMARA,Kazakhstan,N
598,Arcus-Air Logistic,ZE,ARCUS AIR,Germany,N
599,Air Zermatt AG,,AIR ZERMATT,Switzerland,N
600,Azalhelikopter,,AZALHELICOPTER,Azerbaijan,N
601,Africa One,,SKY AFRICA,Zambia,N
602,Aerocozumel,,AEROCOZUMEL,Mexico,N
603,Amaszonas,Z8,,Bolivia,Y
604,Arizona Pacific Airways,,ARIZONA PACIFIC,United States,N
605,Aviacon Zitotrans Air Company,,ZITOTRANS,Russia,N
606,Azimut,, S.A.,AZIMUT,N
607,Azov Avia Airlines,,AZOV AVIA,Ukraine,N
608,Air Zimbabwe,UM,AIR ZIMBABWE,Zimbabwe,Y
609,Aero Jomacha,,AERO JOMACHA,Mexico,N
610,Air Memphis,,AIR MEMPHIS,Egypt,N
611,Air Memphis,,MEPHIS UGANDA,Uganda,N
612,Air Marrakech Service,,AIR MARRAKECH,Morocco,N
613,Air Max Africa,,AZIMA,Gabon,N
614,Arizona Airways,, Inc.,ARIZAIR,N
615,Azza Transport,,AZZA TRANSPORT,Sudan,N
616,Air Continental Inc,,NIGHT AIR,United States,N
617,Antanik-Air,,ANTANIK,Ukraine,N
618,Air Newark,,NEWAIR,United States,N
619,Aircraft Support and Services,,,Lebanon,N
620,Aerobanana,,AEROBANANA,Mexico,N
621,Amako Airlines,,AMAKO AIR,Nigeria,N
622,Aserca Airlines,R7,AROSCA,Venezuela,Y
623,Afrique CArgo Service Senegal,,,Senegal,N
624,Angoservice,,ANGOSERVICE,Angola,N
625,Angel Airlines,,ANGEL AIR,Thailand,N
626,Angel Flight America,,ANGEL FLIGHT,United States,N
627,Air Atonabee,,CITY EXPRESS,Canada,N
628,Aero Nova,,AERONOVA,Spain,N
629,Amira Air,,EXPERT,Austria,N
630,Aero Express Intercontinental,,INTER EXPRESS,Mexico,N
631,Advance Aviation Services,,,United States,N
632,Air Libya Tibesti,,AIR LIBYA,Libya,N
633,Aerovic,,,Ecuador,N
634,Airventure,,AIRVENTURE,Belgium,N
635,Aero Servicios,,AERO SERVICIOS,Mexico,N
636,Airvallee,,AIR VALLEE,Italy,N
637,Aeromover,,AEROMOVER,Mexico,N
638,Aerovias Ejecutivas,,VIAS EJECUTIVAS,Mexico,N
639,Aero Servicio Pity,,PITY,Mexico,N
640,Aero Copter,,,Mexico,N
641,Rossiya-Russian Airlines,FV,PULKOVO,Russia,Y
642,Air Pal,,AIRPAL,Spain,N
643,Air Pullmantur,,PULLMANTUR,Spain,N
644,Aviaexpress,RX,Avex,Hungary,N
645,Aviones Para Servirle,,SERVIAVIONES,Mexico,N
646,Avio Sluzba,,AVIO SLUZBA,Serbia,N
647,Air Scorpio,,SCORPIO UNIVERS,Bulgaria,N
648,Air Spirit,,AIR SPIRIT,United States,N
649,Alatau Airlines,,OLIGA,Kazakhstan,N
650,Aviateca,,AVIATECA,Guatemala,N
651,Aroostook Aviation,,PINE STATE,United States,N
652,Aeropycsa,,AEROPYCSA,Mexico,N
653,Association of Private Pilots of Kazakhstan,,BORIS,Kazakhstan,N
654,The Amiri Flight,,BAHRAIN,Bahrain,N
655,Aero Services,,AEROSERV,Barbados,N
656,Ababeel Aviation,,BABEL AIR,Sudan,N
657,Air Bashkortostan,,AGYDAL,Russia,N
658,Ambulance Air Africa,,MERCY,South Africa,N
659,American Eagle Airlines,MQ,EAGLE FLIGHT,United States,Y
660,Aeropuelche,,PUELCHE,Chile,N
661,Aeroput,,,Serbia,N
662,Azzurra Air,,AZZURRA,Italy,N
663,Airshop,FF,,Netherlands,N
664,African Transport Trading and Investment Company,ML,,Sudan,N
665,AD Aviation,,FLIGHTVUE,United Kingdom,Y
666,Aero Costa Taxi Aereo,,AEROCOSTAXI,Mexico,N
667,Aerovitro,,AEROVITRO,Mexico,N
668,Aerotaxi Villa Rica,,VILLARICA,Mexico,N
669,Aerovega,,AEROVEGA,Mexico,N
670,Aerovilla,,AEROVILLA,Colombia,N
671,Aerolineas Villaverde,,VILLAVERDE,Mexico,N
672,Aero Air,,WILLIAMETTE,United States,N
673,Aero Ejecutivos,,VENEJECUTIV,Venezuela,N
674,Aero Industries Inc,,WABASH,United States,N
675,Aero Servicios Vanguardia,,VANGUARDIA,Mexico,N
676,Aero Taxi Los Valles,,VALLES,Spain,N
677,Aero Vilamoura,,AERO VILAMOURA,Portugal,N
678,Aero Virel,,VIREL,Mexico,N
679,Aeronautical Radio Inc,,,United States,N
680,Aerovuelox,,AEROVUELOX,Mexico,N
681,Aeronaves TSM,,AERONAVES TSM,Mexico,N
682,Air Ivoire,VU,AIRIVOIRE,Ivory Coast,Y
683,Air Botswana,BP,BOTSWANA,Botswana,Y
684,Air-Rep,,,United States,N
685,Air Excel,,TINGA-TINGA,Tanzania,N
686,Air Evans,,AIR-EVANS,Spain,N
687,Air Sorel,,AIR SOREL,Canada,N
688,Air Net Private Charter,,WIND RIDER,United States,N
689,Air Executive Charter,,,Germany,N
690,Air Foyle,GS,FOYLE,United Kingdom,Y
691,Air Midwest,,VICTORY,Nigeria,N
692,Air Tahiti,VT,AIR TAHITI,French Polynesia,Y
693,Air Urga,3N,URGA,Ukraine,N
694,Air Vardar,,VARDAR,Macedonia,N
695,Air VIA,VL,,Bulgaria,Y
696,Air Walser,,AIRWALSER,Italy,N
697,Aircompany Rosavia,,ROSAVIA,Ukraine,N
698,Aircraft Performance Group,,,United States,N
699,Airwaves Airlink,,AIRLIMITED,Zambia,N
700,Airways Corporation of New Zealand,,AIRCORP,New Zealand,N
701,Airways,,GARONNE,France,N
702,Airwings oy,,AIRWINGS,Finland,N
703,Airkenya,,SUNEXPRESS,Kenya,N
704,Air-Lift Associates,,WOLFPACK,United States,N
705,Airtrans Ltd,,,Russia,N
706,ARP 410 Airlines,,AIR-ARP,Ukraine,N
707,Auckland Regional Rescue Helicopter Trust,,WESTPAC RESCUE,New Zealand,N
708,Aurora Airlines,,AIR AURORA,Slovenia,N
709,Austro Aereo,,AUSTRO AEREO,Ecuador,N
710,Aviation Partners,,WINGLET,United States,N
711,Avialift Vladivostok,,VLADLIFT,Russia,N
712,Aviacion Comercial de America,,AVIAMERICA,Mexico,N
713,Aviast Air,,IALSI,Russia,N
714,Aviation North,,WOLVERINE,United States,N
715,Africa West,FK,WEST TOGO,Togo,Y
716,Avient Air Zambia,,AVIENT,Zambia,N
717,Aviazur,,IAZUR,France,N
718,Aviaprad,,AVIAPRAD,Russia,N
719,Avirex,G2,AVIREX-GABON,Gabon,N
720,Aviaexpress Aircompany,,EXPRESSAVIA,Ukraine,N
721,AMR Services Corporation,,ALLIANCE,United States,N
722,Airline Operations Services,,,United States,N
723,Airlines 400,,REMONT AIR,Russia,N
724,ATRAN Cargo Airlines,V8,ATRAN,Russian Federation,Y
725,Ameravia,,AMERAVIA,Uruguay,N
726,Angkor Air,,AIR ANGKOR,Cambodia,N
727,AVB-2004 Ltd,,AIR VICTOR,Bulgaria,N
728,ASECNA,,,France,N
729,AT and T Aviation Division,,,United States,N
730,Avalair,,AIR AVALAIR,Serbia,N
731,Averitt Air Charter,,AVERITT,United States,N
732,Avensa,VE,Avensa,Venezuela,N
733,Avolar Aerolineas,V5,AEROVOLAR,Mexico,N
734,Avstar Aviation,,STARBIRD,South Africa,N
735,AVESCA,,AVESCA,Colombia,N
736,Aviaprom Enterprises,,AVIAPROM,Russia,N
737,Avia Trans Air Transport,,VIATRANSPORT,Sudan,N
738,Aviostart AS,,AVIOSTART,Bulgaria,N
739,Aviacao Transportes Aereos e Cargas,,ATACARGO,Angola,N
740,Assistance Aeroportuaire de L'Aeroport de Paris,,,France,N
741,American Flight Service Systems,,,United States,N
742,AASANA,,,Bolivia,N
743,Australian air Express,,AUS-CARGO,Australia,N
744,AMS Group,,,Russia,N
745,Air Caraibes Atlantique,,CAR LINE,France,N
746,Air China Cargo,,AIRCHINA FREIGHT,China,N
747,Aerovias Caribe,,AEROCARIBE,Mexico,N
748,Aerotaxi del Cabo,,TAXI CABO,Mexico,N
749,Air Columbus,,AIR COLUMBUS,Ukraine,N
750,Aero Cabo,,CABOAEREO,Mexico,N
751,Air China,CA,AIR CHINA,China,Y
752,Aerocardal,,CARDAL,Chile,N
753,Aero Condor Peru,Q6,CONDOR-PERU,Peru,Y
754,Aerotrans,,,Russia,N
755,Airline Skol,,SKOL,Russia,N
756,Aerofan,,AEROFAN,Spain,N
757,ACEF,,ACEF,Portugal,N
758,Africa One,,,Democratic Republic of the Congo,N
759,Aero Calafia,,CALAFIA,Mexico,N
760,Air Cargo Belize,,CARGO BELIZE,Belize,N
761,Aero Clube Do Algarve,,CLUBE ALGARVE,Portugal,N
762,Air Great Wall,,CHANGCHENG,China,N
763,Aircompany Chaika,,AIR CHAIKA,Ukraine,N
764,Air Charter Services,,ZAIRE CHARTER,Democratic Republic of the Congo,N
765,Air Charter Professionals,,CHARTAIR,United States,N
766,Asia Continental Airlines,,ACID,Kazakhstan,N
767,Arctic Circle Air Service,5F,AIR ARCTIC,United States,N
768,Aviation Charter Services,,CIRCLE CITY,United States,N
769,Aerovias Castillo,,AEROCASTILLO,Mexico,N
770,Aero Club De Portugal,,CLUB PORTUGAL,Portugal,N
771,Air Care Alliance,,COMPASSION,United States,N
772,Aero Continente Dominicana,,CONDOMINICANA,Dominican Republic,N
773,Air Toronto,,CONNECTOR,Canada,N
774,Aquila Air,,CHENANGO,United States,N
775,Air Consul,,AIR CONSUL,Spain,N
776,Allcanada Express,,CANEX,Canada,N
777,ATS Private Company,,TECHSERVICE,Ukraine,N
778,Air Corridor,QC,AIR CORRIDOR,Mozambique,N
779,Air Central,NV,AIR CENTRAL,Japan,N
780,Air Cruzal,,AIR CRUZAL,Angola,N
781,Aerotransportes Corporativos,,AEROTRANSCORP,Mexico,N
782,Air Creebec,,CREE,Canada,N
783,Aero Charter and Transport,,CHAR-TRAN,United States,N
784,Air Tenglong,,TENGLONG,China,N
785,Aerlineas Centauro,,CENTAURO,Mexico,N
786,Aerocuahonte,,CUAHONTE,Mexico,N
787,Air Chathams,CV,CHATHAM,New Zealand,Y
788,Air Marshall Islands,CW,AIR MARSHALLS,Marshall Islands,Y
789,Australian Customs Service,,COASTWATCH,Australia,N
790,Air One Cityliner,,CITYLINER,Italy,N
791,Air Transport,,COYOTE,United States,N
792,Access Air,ZA,CYCLONE,United States,Y
793,Aerocheyenne,,AEROCHEYENNE,Mexico,N
794,Air Algerie,AH,AIR ALGERIE,Algeria,Y
795,Aerovias DAP,,DAP,Chile,N
796,Air Alpha,,DOUBLE-A,United States,N
797,Air Niagara Express,,AIR NIAGARA,Canada,N
798,Aviation Defense Service,,TIRPA,France,N
799,Air Service Groningen,,DEGGER,Netherlands,N
800,Adam Air,KI,ADAM SKY,Indonesia,Y
801,Astar Air Cargo,ER,DAHL,United States,N
802,Archer Aviation,,ARCHER,United Kingdom,N
803,Aeromedica,,AEROMEDICA,Mexico,N
804,Aerodin,,AERODIN,Mexico,N
805,Antinea Airlines,HO,ANTINEA,Algeria,N
806,Air Djibouti,,AIR DJIB,Djibouti,N
807,Air Dolomiti,EN,DOLOMOTI,Italy,Y
808,Aero Modelo,,AEROMODELO,Mexico,N
809,Aerolineas Del Sur,,DEL SUR,Chile,N
810,Aerodinamica de Monterrey,,DINAMICAMONT,Mexico,N
811,Aeroservicios Dinamicos,,AERODINAMICO,Mexico,N
812,Aerotaxis Dosmil,,,Mexico,N
813,Aerodespachos De El Salvador,,AERODESPACHOS,El Salvador,N
814,Aeroynamics Malaga,,FLYINGOLIVE,Spain,N
815,Aerodynamics Incorporated,,DYNAJET,United States,N
816,Aeroflot-Don,D9,DONAVIA,Russia,Y
817,Air Madrid,NM,ALADA AIR,Spain,Y
818,Airways Flight Training,,DARTMOOR,United Kingdom,N
819,Aeronaves Del Noreste,,AERONORESTE,Mexico,N
820,Addis Air Cargo Services,,ADDIS CARGO,Ethiopia,N
821,Aero Algarve,,SKYBANNER,Portugal,N
822,Aex Air,,DESERT,United States,N
823,Aero Davinci International,,AERO DAVINCI,Mexico,N
824,Aero Dynamics,,AERO DYNAMIC,United States,N
825,Aeroservicios Ecuatorianos,,AECA,Ecuador,N
826,Aero-Pyrenees,,AERO-PYRENEES,France,N
827,Air Transport,,TRANS EUROPE,Slovakia,N
828,Aero Airlines,EE,REVAL,Estonia,N
829,Aero Ejecutivo De Baja California,,CALIXJET,Mexico,N
830,Air City,4F,AIRCITY,Germany,N
831,Aero Ejecutivos RCG,,EJECTUIVOS RCG,Mexico,N
832,Aeronautica Castellana,,AERO CASTELLANA,Spain,N
833,Aerolineas Comerciales,,AERO COMERCIALES,Mexico,N
834,Aerolineas Nacionales Del Ecuador,,ANDES,Ecuador,N
835,Air Este,,AESTE,Spain,N
836,Air Mana,,FLIGHT TAXI,France,N
837,Aer Lingus,EI,SHAMROCK,Ireland,Y
838,Aeroservicios Ejecutivos Corporativos,,EJECCORPORATIVOS,Mexico,N
839,Alpi Eagles,E8,ALPI EAGLES,Italy,N
840,Arrendoora y Transportadora Aerea,,ARRENDADORA,Mexico,N
841,Eliossola,,ELIOSSOLA,Italy,N
842,Shenzhen Donghai Airlines,,DONGHAI AIR,China,N
843,Aeronaves Del Noroeste,,AERONOR,Spain,N
844,Airailes,,EOLE,France,N
845,Aero Ermes,,AERO ERMES,Mexico,N
846,Aero Transportes Empresariales,,EMPRESARIALES,Mexico,N
847,Epps Air Service,,EPPS AIR,United States,N
848,Aero Empresarial,,AEROEMPRESARIAL,Mexico,N
849,Air S,KY,EQUATORIAL,Air S,N
850,Avianergo,,AVIANERGO,Russia,N
851,Aero Servicios Regiomontanos,,ASERGIO,Mexico,N
852,Aerosec,,AEROSEC,Chile,N
853,Aeromaan,,EOMAAN,Mexico,N
854,Aerosaba,,AEROSABA,Mexico,N
855,Avitat,,,United Kingdom,N
856,Aerolineas Ejecutivas Del Sureste,,ALESUR,Mexico,N
857,Aeronautica Le Esperanza,,ESPERANZA,Mexico,N
858,ATTICO,,TRANATTICO,Sudan,N
859,Aero Siete,,AEROSIETE,Mexico,N
860,Air Atlanta Europe,,SNOWBIRD,United Kingdom,N
861,Air Evex,,SUNBEAM,Germany,N
862,Aeronautical Academy of Europe,,DIANA,Portugal,N
863,Air Exchange,,EXCHANGE,United States,N
864,Atlantic Helicopters,,FAROECOPTER,Denmark,N
865,Argentine Air Force,,FUAER,Argentina,N
866,Air Fiji,PC,FIJIAIR,Fiji,N
867,AF-Air International,,FANBIRD,Angola,N
868,Aviation Data Systems,,,United States,N
869,Air Carriers,,FAST CHECK,United States,N
870,Aerofrisco,,AEROFRISCO,Mexico,N
871,Alfa 4,,,Mexico,N
872,African Airlines,,AIR SANKORE,Mali,N
873,African Medical and Research Foundation,,FLYDOC,Kenya,N
874,Aero Freight,,FREIAERO,Mexico,N
875,Aerosafin,,AEROSAFIN,Mexico,N
876,Air Finland,OF,AIR FINLAND,Finland,Y
877,Aerodata Flight Inspection,,FLIGHT CHECKER,Germany,N
878,Airfix Aviation,,AIRFIX,Finland,Y
879,Air Pacific,FJ,PACIFIC,Fiji,Y
880,Air Falcon,,,Pakistan,N
881,Atlantic Airways,RC,FAROELINE,Faroe Islands,Y
882,Air Florida,QH,AIR FLORIDA,United States,Y
883,Air Fret De Mauritanie,,,Mauritania,N
884,Avio Nord,,,Italy,N
885,Aeroflota Del Noroeste,,RIAZOR,Spain,N
886,Aero Fenix,,AERO FENIX,France,N
887,Ford Motor Company,,FORD,United States,N
888,African Company Airlines,,AFRICOMPANY,Democratic Republic of the Congo,N
889,Afrijet Airlines,,AFRIJET,Nigeria,N
890,Afrika Aviation Handlers,,AFRIFAST,Kenya,N
891,Afrique Chart'air,,CHARTER AFRIQUE,Cameroon,N
892,Aerofreight Airlines,,,Russia,N
893,Aereos Limited,,FAST TRACK,United Kingdom,N
894,Air Affaires Tchad,,AFFAIRES TCHAD,Chad,N
895,ABC Bedarsflug,,FLY TYROL,Austria,N
896,Air Iceland,NY,FAXI,Iceland,Y
897,Air Philippines,2P,ORIENT PACIFIC,Philippines,Y
898,Aerogaucho,,AEROGAUCHO,Uruguay,N
899,Aero Business Charter,,GLOBAL JET,Germany,N
900,Atlantic Airlines,,ATLANTIC GABON,Gabon,N
901,Aeronor,,AEROCARTO,Spain,N
902,Aerogem Cargo,,AEROGEM,Ghana,N
903,Aerovias del Golfo,,AEROVIAS GOLFO,Mexico,N
904,Aeronautica,,GIRA GLOBO,Angola,N
905,Air Georgian,ZX,GEORGIAN,Canada,N
906,Aviance,,HANDLING,United Kingdom,N
907,Air Ghana,,AIR GHANA,Ghana,N
908,African International Transport,,AFRICAN TRANSPORT,Guinea,N
909,Air Guinee Express,2U,FUTURE EXPRESS,Guinea,Y
910,Africa Airlines,,AFRILENS,Guinea,N
911,Air Gemini,,TWINS,Angola,N
912,Aero Charter,,GASLIGHT,United States,N
913,Aguilas Mayas Internacional,,MAYAN EAGLES,Guatemala,N
914,Aerotaxis Guamuchil,,AEROGUAMUCHIL,Mexico,N
915,Aeroservicios Gama,,SERVICIOS GAMA,Mexico,N
916,Amber Air,0A,GINTA,Lithuania,N
917,Alberta Government,,ALBERTA,Canada,N
918,Air Scotland,,GREECE AIRWAYS,Greece,N
919,Air Georgia,DA,AIR GEORGIA,Georgia,N
920,Air Cargo Center,,,Sao Tome and Principe,N
921,Air Greenland,GL,GREENLAND,Denmark,Y
922,Allegro,LL,ALLEGRO,Mexico,N
923,Agroar - Trabalhos Aereos,,AGROAR,Portugal,N
924,Aircompany Grodno,,GRODNO,Belarus,N
925,Airlift Alaska,,GREEN SPEED,United States,N
926,Agrocentr-Avia,,AGRAV,Kazakhstan,N
927,Altin Havayolu Tasimaciligi Turizm Ve Ticaret,,GOLDEN WINGS,Turkey,N
928,Atlas Air,5Y,GIANT,United States,Y
929,Aerotaxi Grupo Tampico,,GRUPOTAMPICO,Mexico,N
930,Aerotaxis de Aguascalientes,,AGUASCALIENTES,Mexico,N
931,Air Guyane,GG,GREEN BIRD,French Guiana,Y
932,Air Victoria Georgia,,IRINA,Georgia,N
933,Air D'Ayiti,H9,HAITI AVIA,Haiti,N
934,Air Comores International,GG,AIR COMORES,Comoros,N
935,Air Taxi,,TAXI BIRD,France,N
936,Aerohein,,AEROHEIN,Chile,N
937,Atlantic Air Lift,,HIGHER,France,N
938,Atlantic Airlines de Honduras,,ATLANTIC HONDURAS,Honduras,N
939,Aviacion Ejecutiva De Hildago,,EJECUTIVA HIDALGO,Mexico,N
940,Air Haiti,,AIRHAITI,Haiti,N
941,Al Rais Cargo,,AL-RAIS CARGO,United Arab Emirates,N
942,Air-Invest,,HAWKHUNGARY,Hungary,N
943,Air Tahoma,,TAHOMA,United States,N
944,Air Nova,,HAMILTON,Canada,N
945,Aero Homex,,AERO HOMEX,Mexico,N
946,Almiron Aviation,,ALMIRON,Uganda,N
947,Avinor,,,Norway,N
948,Airlink Airways,,HIGHFLYER,Ireland,N
949,Air Horizon,8C,HORIZON TOGO,Togo,N
950,AC Insat-Aero,,,Russia,N
951,Air Inter Cameroun,,INTER-CAMEROUN,Cameroon,N
952,Air Lift,,HELLAS LIFT,Greece,N
953,Aero Survey,,GHANA SURVEY,Ghana,N
954,Aero Airline,,ILEK,Kazakhstan,N
955,Airtime Charters,,AIRTIME,United Kingdom,N
956,Aerotaxis Cimarron,,TAXI CIMARRON,Mexico,N
957,Aero International,,AERO-NACIONAL,Mexico,N
958,Aeroingenieria,,AEROINGE,Chile,N
959,Aeroservicios Intergrados de Norte,,INTENOR,Mexico,N
960,Airpull Aviation,,IPULL,Spain,N
961,Arvand Airlines,,ARVAND,Iran,N
962,Atlas Aviation Group,,ATLAS AVIA,Iran,N
963,Aram Airline,,ARAM,Iran,N
964,Aria Tour,,ARIA,Iran,N
965,Aerotaxi,,AEROTAXI,Czech Republic,N
966,Avita-Servicos Aereos,,AIR AVITA,Angola,N
967,Aero Citro,,AERO CITRO,Mexico,N
968,Air Executive,,COMPANY EXEC,Spain,N
969,Aviainvest,,,Russia,N
970,Air Bagan,W9,AIR BAGAN,Myanmar,Y
971,Aerojal,,AEROJAL,Mexico,N
972,Airlink,,AIRLINK,Austria,N
973,Ambjek Air Services,,AMBJEK AIR,Nigeria,N
974,Avfinity,,,United States,N
975,Alexandair,,ALEXANDAIR,Canada,N
976,Air Jamaica Express,,JAMAICA EXPRESS,Jamaica,N
977,Air Swift Aviation,,,Australia,N
978,Aerojobeni,,JOBENI,Mexico,N
979,Atyrau Air Ways,IP,EDIL,Kazakhstan,N
980,Aerosmith Aviation,,JASPER,United States,N
981,Arrendamiento de Aviones Jets,,AVIONESJETS,Mexico,N
982,Aero Juarez,,JUAREZ,Mexico,N
983,Air Canada Jazz,QK,JAZZ,Canada,Y
984,Asia Aero Survey and Consulting Engineers,,AASCO,Republic of Korea,N
985,Air Kirovograd,,AIR KIROVOGRAD,Ukraine,N
986,Air Mach,,ICO-AIR,Italy,N
987,Air Kufra,,AIRKUFRA,Libya,N
988,Arkhabay,,ARKHABAY,Kazakhstan,N
989,Aero Charter Krifka,,KRIFKA AIR,Austria,N
990,Air Kraft Mir,,AIR KRAFT MIR,Uzbekistan,N
991,Air Concorde,,CONCORDE AIR,Bulgaria,N
992,Alexandria Airlines,,,Egypt,N
993,Afit,,TWEETY,Germany,N
994,Air South,,KHAKI BLUE,United States,N
995,Atlasjet,KK,ATLASJET,Turkey,Y
996,Air Mali International,,TRANS MALI,Mali,N
997,Aerokaluz,,AEROKALUZ,Mexico,N
998,Air Koryo,JS,AIR KORYO,Democratic People's Republic of Korea,Y
999,Araiavia,,ALEKS,Kazakhstan,N
1000,AeroSucre,,AEROSUCRE,Colombia,N
1001,Air Kokshetau,,KOKTA,Kazakhstan,N
1002,Air Kissari,,KISSARI,Angola,N
1003,Aeronavigaciya,,AERONAVIGACIYA,Ukraine,N
1004,Alliance Avia,,KAVAIR,Kazakhstan,N
1005,Av Atlantic,,DOLPHIN,United States,N
1006,Air Astana,KC,ASTANALINE,Kazakhstan,Y
1007,Aerovias De Lagos,,AEROLAGOS,Mexico,N
1008,Albanian Airlines,LV,ALBANIAN,Albania,Y
1009,Albisa,,ALBISA,Mexico,N
1010,Albatros Airways,,ALBANWAYS,Albania,N
1011,Aerolineas Aereas Ejecutivas De Durango,,DURANGO,Mexico,N
1012,Aerologic,,,Russia,N
1013,Al-Donas Airlines,,ALDONAS AIR,Nigeria,N
1014,Aero Lider,,AEROLIDER,Mexico,N
1015,Aleem,,,Egypt,N
1016,Aerolineas Ejecutivas,,MEXEJECUTIV,Mexico,N
1017,Air Alfa,,,Turkey,Y
